fips,SCC,Pollutant,Emissions,type,year
24510,2104004000,PM25-PRI,13.0317,NONPOINT,2008
45019,2610000100,PM25-PRI,0,NONPOINT,2008
6037,2102004000,PM25-PRI,0.397601,NONPOINT,2008
42101,2104008330,PM25-PRI,28.0505,NONPOINT,2008
42101,2311030000,PM25-PRI,77.7977,NONPOINT,2008
42101,2280003100,PM25-PRI,88.1848,NONPOINT,2008
6037,2610000100,PM25-PRI,0,NONPOINT,2008
6037,2302002000,PM25-PRI,2750.58,NONPOINT,2008
6037,2301020000,PM25-PRI,4.21453,NONPOINT,2008
42101,2610000500,PM25-PRI,0,NONPOINT,2008
42101,2302003200,PM25-PRI,4.28395,NONPOINT,2008
6037,2280003100,PM25-PRI,370.37586,NONPOINT,2008
45019,2311030000,PM25-PRI,14.4298,NONPOINT,2008
24510,2285002009,PM25-PRI,0,NONPOINT,2008
6037,2610000500,PM25-PRI,0,NONPOINT,2008
45019,2104008320,PM25-PRI,0.960988,NONPOINT,2008
42101,2104002000,PM25-PRI,0.04049085,NONPOINT,2008
6037,2610000300,PM25-PRI,75.8051,NONPOINT,2008
45019,2104008230,PM25-PRI,0.518262,NONPOINT,2008
24510,2302002200,PM25-PRI,87.906,NONPOINT,2008
6037,2610000400,PM25-PRI,0,NONPOINT,2008
42101,2280003200,PM25-PRI,5.671424,NONPOINT,2008
6037,2104006000,PM25-PRI,293.576,NONPOINT,2008
6037,2305080000,PM25-PRI,5.02937,NONPOINT,2008
24510,2311030000,PM25-PRI,15.25,NONPOINT,2008
6037,2103006000,PM25-PRI,164.635,NONPOINT,2008
42101,2104008610,PM25-PRI,65.313,NONPOINT,2008
24510,2103007000,PM25-PRI,0.0114897,NONPOINT,2008
6037,2311010000,PM25-PRI,500.029,NONPOINT,2008
45019,2296000000,PM25-PRI,333.147,NONPOINT,2008
24510,2104008400,PM25-PRI,0.901605,NONPOINT,2008
24510,2285002007,PM25-PRI,0.107503842,NONPOINT,2008
6037,2102006002,PM25-PRI,11.2515,NONPOINT,2008
42101,2280002200,PM25-PRI,14.525623,NONPOINT,2008
42101,2104008400,PM25-PRI,14.0666,NONPOINT,2008
6037,2610030000,PM25-PRI,0,NONPOINT,2008
42101,2610000400,PM25-PRI,0,NONPOINT,2008
24510,2103004000,PM25-PRI,5.1792,NONPOINT,2008
42101,2103008000,PM25-PRI,70.9774,NONPOINT,2008
6037,2285002010,PM25-PRI,19.5436,NONPOINT,2008
42101,2104008220,PM25-PRI,60.2262,NONPOINT,2008
6037,2311020000,PM25-PRI,4051.44,NONPOINT,2008
6037,2104002000,PM25-PRI,0.069303,NONPOINT,2008
24510,2104008310,PM25-PRI,137.002,NONPOINT,2008
42101,2280002100,PM25-PRI,266.191,NONPOINT,2008
45019,2285002006,PM25-PRI,11.56699784,NONPOINT,2008
24510,2104001000,PM25-PRI,0.04890555,NONPOINT,2008
45019,2302002200,PM25-PRI,59.432,NONPOINT,2008
45019,2280002200,PM25-PRI,19.13506963,NONPOINT,2008
45019,2104008210,PM25-PRI,7.27132,NONPOINT,2008
24510,2280003100,PM25-PRI,75.3358,NONPOINT,2008
24510,2610000400,PM25-PRI,0,NONPOINT,2008
24510,2280003100,PM25-PRI,11.8951,NONPOINT,2008
45019,2302002100,PM25-PRI,8.40065,NONPOINT,2008
24510,2104011000,PM25-PRI,0.4463,NONPOINT,2008
24510,2280002100,PM25-PRI,224.745,NONPOINT,2008
45019,2104008220,PM25-PRI,1.49381,NONPOINT,2008
42101,2296000000,PM25-PRI,0,NONPOINT,2008
6037,2280002100,PM25-PRI,1146.913,NONPOINT,2008
6037,2294000000,PM25-PRI,3886.31,NONPOINT,2008
24510,2610000500,PM25-PRI,0,NONPOINT,2008
6037,2104009000,PM25-PRI,241.035,NONPOINT,2008
6037,2620030000,PM25-PRI,1.24036,NONPOINT,2008
24510,2296000000,PM25-PRI,0.8137,NONPOINT,2008
24510,2104008210,PM25-PRI,222.537,NONPOINT,2008
24510,2302003100,PM25-PRI,17.2939,NONPOINT,2008
45019,2104008330,PM25-PRI,0.333336,NONPOINT,2008
42101,2294000000,PM25-PRI,242.02,NONPOINT,2008
6037,2104008400,PM25-PRI,0.914974,NONPOINT,2008
6037,2102006000,PM25-PRI,22.1123,NONPOINT,2008
45019,2280003100,PM25-PRI,149.914,NONPOINT,2008
24510,2104008220,PM25-PRI,45.713,NONPOINT,2008
6037,2311030000,PM25-PRI,444.146,NONPOINT,2008
24510,2302003200,PM25-PRI,1.79825,NONPOINT,2008
42101,2104008210,PM25-PRI,293.177,NONPOINT,2008
45019,2104001000,PM25-PRI,0.00262659,NONPOINT,2008
6037,2304000000,PM25-PRI,6.96177,NONPOINT,2008
6037,2285002008,PM25-PRI,3.1901,NONPOINT,2008
42101,2280003100,PM25-PRI,5.51155,NONPOINT,2008
45019,2104008400,PM25-PRI,0.070533,NONPOINT,2008
6037,2302003200,PM25-PRI,29.1443,NONPOINT,2008
42101,2104001000,PM25-PRI,0.398658,NONPOINT,2008
45019,2104002000,PM25-PRI,0.3683465,NONPOINT,2008
6037,2461023000,PM25-PRI,4.17689,NONPOINT,2008
24510,2610000100,PM25-PRI,0,NONPOINT,2008
42101,2104008510,PM25-PRI,18.5328,NONPOINT,2008
45019,2104008610,PM25-PRI,0.298632,NONPOINT,2008
6037,2302070001,PM25-PRI,0.542857,NONPOINT,2008
42101,2311010000,PM25-PRI,4.52604,NONPOINT,2008
6037,2103005000,PM25-PRI,0.157666,NONPOINT,2008
24510,2104002000,PM25-PRI,0,NONPOINT,2008
6037,2610040400,PM25-PRI,100.928,NONPOINT,2008
24510,2104009000,PM25-PRI,15.4155,NONPOINT,2008
24510,2280002200,PM25-PRI,53.48182,NONPOINT,2008
42101,2104009000,PM25-PRI,31.4586,NONPOINT,2008
24510,2311020000,PM25-PRI,194.88,NONPOINT,2008
6037,2285002006,PM25-PRI,55.26702976,NONPOINT,2008
42101,2285002006,PM25-PRI,4.764199382,NONPOINT,2008
6037,2104008220,PM25-PRI,155.427,NONPOINT,2008
45019,2280003100,PM25-PRI,26.4554,NONPOINT,2008
6037,2801500000,PM25-PRI,53.7968,NONPOINT,2008
6037,2305000000,PM25-PRI,79.5257,NONPOINT,2008
42101,2311020000,PM25-PRI,243.962,NONPOINT,2008
42101,2610000100,PM25-PRI,0,NONPOINT,2008
24510,2302002100,PM25-PRI,15.1252,NONPOINT,2008
6037,2104008300,PM25-PRI,244.699,NONPOINT,2008
24510,2104008320,PM25-PRI,28.1256,NONPOINT,2008
6037,2308000000,PM25-PRI,0.685126,NONPOINT,2008
45019,2280003200,PM25-PRI,33.891819,NONPOINT,2008
24510,2285002006,PM25-PRI,4.21064588,NONPOINT,2008
6037,2104007000,PM25-PRI,2.06995,NONPOINT,2008
45019,2302003200,PM25-PRI,1.028545,NONPOINT,2008
6037,2296000000,PM25-PRI,753.024,NONPOINT,2008
6037,2104008230,PM25-PRI,53.9218,NONPOINT,2008
45019,2104009000,PM25-PRI,1.61695,NONPOINT,2008
24510,2104008230,PM25-PRI,15.8556,NONPOINT,2008
24510,2103005000,PM25-PRI,0.157405,NONPOINT,2008
24510,2285002008,PM25-PRI,0,NONPOINT,2008
24510,2311010000,PM25-PRI,1.05,NONPOINT,2008
6037,2302080000,PM25-PRI,406.802,NONPOINT,2008
24510,2103006000,PM25-PRI,1.8239,NONPOINT,2008
6037,2810015000,PM25-PRI,562.581,NONPOINT,2008
45019,2280002100,PM25-PRI,171.274,NONPOINT,2008
6037,2104008610,PM25-PRI,0,NONPOINT,2008
24510,2294000000,PM25-PRI,22.09,NONPOINT,2008
42101,2285002007,PM25-PRI,0.936029466,NONPOINT,2008
6037,2302002200,PM25-PRI,1684.035,NONPOINT,2008
42101,2104008310,PM25-PRI,393.62,NONPOINT,2008
42101,2610030000,PM25-PRI,0,NONPOINT,2008
6037,2280003100,PM25-PRI,47.39933,NONPOINT,2008
6037,2104008100,PM25-PRI,718.255,NONPOINT,2008
6037,2104001000,PM25-PRI,0,NONPOINT,2008
42101,2104008100,PM25-PRI,158.988,NONPOINT,2008
24510,2104008330,PM25-PRI,9.74377,NONPOINT,2008
6037,2302003100,PM25-PRI,386.3105,NONPOINT,2008
24510,2104008100,PM25-PRI,130.314,NONPOINT,2008
45019,2311020000,PM25-PRI,33.3543,NONPOINT,2008
42101,2302002100,PM25-PRI,34.98925,NONPOINT,2008
24510,2610030000,PM25-PRI,0,NONPOINT,2008
6037,2280002200,PM25-PRI,58.6545072,NONPOINT,2008
6037,2810030000,PM25-PRI,34.4135,NONPOINT,2008
45019,2311010000,PM25-PRI,2.88806,NONPOINT,2008
6037,2302002100,PM25-PRI,238.0365,NONPOINT,2008
42101,2302003100,PM25-PRI,56.784,NONPOINT,2008
45019,2104008100,PM25-PRI,11.1699,NONPOINT,2008
42101,2104008320,PM25-PRI,80.8379,NONPOINT,2008
24510,2103011000,PM25-PRI,0.0514916,NONPOINT,2008
6037,2104008210,PM25-PRI,756.559,NONPOINT,2008
42101,2201040330,PM25-PRI,0.275334,ON-ROAD,2008
24510,2230072290,PM25-PRI,0.0137892,ON-ROAD,2008
24510,2201001250,PM25-PRI,0.414028,ON-ROAD,2008
42101,2201020330,PM25-PRI,0.244752,ON-ROAD,2008
42101,2201080310,PM25-PRI,0.00851931,ON-ROAD,2008
42101,2201040330,PM25-PRI,0.252589,ON-ROAD,2008
24510,2201020330,PM25-PRI,0.148817,ON-ROAD,2008
24510,2201070170,PM25-PRI,0.00126115,ON-ROAD,2008
24510,2201001270,PM25-PRI,2.98886,ON-ROAD,2008
24510,2201001310,PM25-PRI,0.742692,ON-ROAD,2008
24510,2230075270,PM25-PRI,0.0125277,ON-ROAD,2008
24510,2230075310,PM25-PRI,0.00430875,ON-ROAD,2008
42101,2230001330,PM25-PRI,0.0030075,ON-ROAD,2008
24510,2201080330,PM25-PRI,0.00133844,ON-ROAD,2008
42101,2230060250,PM25-PRI,0.0171703,ON-ROAD,2008
24510,2230073190,PM25-PRI,7.19E-05,ON-ROAD,2008
42101,2230071310,PM25-PRI,0.0101455,ON-ROAD,2008
24510,2201020230,PM25-PRI,0.607505,ON-ROAD,2008
24510,2230074310,PM25-PRI,0.0501417,ON-ROAD,2008
24510,2230060330,PM25-PRI,0.00787263,ON-ROAD,2008
42101,2230060250,PM25-PRI,0.000487688,ON-ROAD,2008
24510,2201040270,PM25-PRI,0.733697,ON-ROAD,2008
24510,2201070330,PM25-PRI,0.0144085,ON-ROAD,2008
42101,2201040330,PM25-PRI,0.103274,ON-ROAD,2008
42101,2201080250,PM25-PRI,0.0210873,ON-ROAD,2008
24510,2230075190,PM25-PRI,2.38E-05,ON-ROAD,2008
42101,2230001230,PM25-PRI,0.00735105,ON-ROAD,2008
24510,2230074250,PM25-PRI,0.0233622,ON-ROAD,2008
24510,2230001330,PM25-PRI,0.021742,ON-ROAD,2008
24510,2230071190,PM25-PRI,1.53E-05,ON-ROAD,2008
24510,2230060290,PM25-PRI,0.30316,ON-ROAD,2008
24510,2230060310,PM25-PRI,0.00280435,ON-ROAD,2008
42101,2230071290,PM25-PRI,0.00871229,ON-ROAD,2008
42101,2201080310,PM25-PRI,0.0451918,ON-ROAD,2008
24510,2201020190,PM25-PRI,0.000578253,ON-ROAD,2008
24510,2230073250,PM25-PRI,0.187809,ON-ROAD,2008
42101,2230060230,PM25-PRI,0.00370961,ON-ROAD,2008
42101,2201020290,PM25-PRI,0.336626,ON-ROAD,2008
24510,2201070330,PM25-PRI,0.0355012,ON-ROAD,2008
24510,2230001230,PM25-PRI,0.0886584,ON-ROAD,2008
24510,2201040170,PM25-PRI,0.000254731,ON-ROAD,2008
42101,2230072230,PM25-PRI,1.01019,ON-ROAD,2008
24510,2230073290,PM25-PRI,0.820354,ON-ROAD,2008
24510,2230073230,PM25-PRI,0.0500087,ON-ROAD,2008
24510,2230071270,PM25-PRI,0.036138,ON-ROAD,2008
42101,2230001270,PM25-PRI,0.1058,ON-ROAD,2008
24510,2201001330,PM25-PRI,0.675915,ON-ROAD,2008
24510,2230075330,PM25-PRI,0.00562571,ON-ROAD,2008
42101,2201080250,PM25-PRI,0.00397508,ON-ROAD,2008
42101,2230075230,PM25-PRI,2.23465,ON-ROAD,2008
42101,2201001250,PM25-PRI,1.05236,ON-ROAD,2008
24510,2230073310,PM25-PRI,0.403061,ON-ROAD,2008
42101,2230060330,PM25-PRI,0.0015186,ON-ROAD,2008
24510,2201020270,PM25-PRI,1.88701,ON-ROAD,2008
42101,2230071330,PM25-PRI,0.0188717,ON-ROAD,2008
42101,2201070290,PM25-PRI,0.763719,ON-ROAD,2008
42101,2201080230,PM25-PRI,0.430049,ON-ROAD,2008
24510,2230072190,PM25-PRI,0.000398836,ON-ROAD,2008
24510,2201020270,PM25-PRI,1.57635,ON-ROAD,2008
24510,2230075290,PM25-PRI,0.00699226,ON-ROAD,2008
24510,2230060290,PM25-PRI,0.0232435,ON-ROAD,2008
24510,2230001310,PM25-PRI,0.000298166,ON-ROAD,2008
24510,2201040250,PM25-PRI,0.0347238,ON-ROAD,2008
24510,2230071230,PM25-PRI,0.0514461,ON-ROAD,2008
24510,2230060170,PM25-PRI,3.22E-05,ON-ROAD,2008
24510,2230001330,PM25-PRI,0.000313755,ON-ROAD,2008
24510,2230074290,PM25-PRI,0.172223,ON-ROAD,2008
24510,2201040250,PM25-PRI,0.0806081,ON-ROAD,2008
24510,2201020290,PM25-PRI,1.17221,ON-ROAD,2008
42101,2230001330,PM25-PRI,0.0428498,ON-ROAD,2008
42101,2201040230,PM25-PRI,0.595938,ON-ROAD,2008
24510,2230001170,PM25-PRI,8.07E-07,ON-ROAD,2008
42101,2201070230,PM25-PRI,0.140072,ON-ROAD,2008
42101,2230060330,PM25-PRI,0.00405201,ON-ROAD,2008
24510,2230075250,PM25-PRI,0.00132682,ON-ROAD,2008
42101,2230072330,PM25-PRI,0.216262,ON-ROAD,2008
24510,2230071230,PM25-PRI,0.778241,ON-ROAD,2008
24510,2201040290,PM25-PRI,0.193517,ON-ROAD,2008
42101,2230071230,PM25-PRI,0.0881667,ON-ROAD,2008
42101,2201020230,PM25-PRI,0.561893,ON-ROAD,2008
42101,2230075270,PM25-PRI,1.15081,ON-ROAD,2008
24510,2230072290,PM25-PRI,0.182651,ON-ROAD,2008
24510,2201040270,PM25-PRI,0.311522,ON-ROAD,2008
42101,2230072310,PM25-PRI,0.0042643,ON-ROAD,2008
42101,2230072270,PM25-PRI,0.0190747,ON-ROAD,2008
24510,2201070310,PM25-PRI,0.28503,ON-ROAD,2008
24510,2201020190,PM25-PRI,0.00127458,ON-ROAD,2008
24510,2201001270,PM25-PRI,1.39512,ON-ROAD,2008
24510,2201080270,PM25-PRI,0.11214,ON-ROAD,2008
24510,2230075250,PM25-PRI,0.08063,ON-ROAD,2008
42101,2201020310,PM25-PRI,0.15729,ON-ROAD,2008
24510,2230073250,PM25-PRI,0.00407388,ON-ROAD,2008
24510,2230071190,PM25-PRI,4.10E-05,ON-ROAD,2008
42101,2230074230,PM25-PRI,21.6185,ON-ROAD,2008
42101,2230073270,PM25-PRI,0.0778321,ON-ROAD,2008
42101,2230073310,PM25-PRI,0.575458,ON-ROAD,2008
24510,2230074270,PM25-PRI,6.81165,ON-ROAD,2008
42101,2201020290,PM25-PRI,0.360799,ON-ROAD,2008
42101,2230071270,PM25-PRI,0.0453763,ON-ROAD,2008
42101,2201080230,PM25-PRI,0.160289,ON-ROAD,2008
24510,2230075310,PM25-PRI,0.261984,ON-ROAD,2008
42101,2201020250,PM25-PRI,0.0739234,ON-ROAD,2008
24510,2230072250,PM25-PRI,0.00315543,ON-ROAD,2008
24510,2230074270,PM25-PRI,0.339965,ON-ROAD,2008
24510,2230074230,PM25-PRI,9.69693,ON-ROAD,2008
24510,2230074250,PM25-PRI,0.789868,ON-ROAD,2008
42101,2230073270,PM25-PRI,0.0437707,ON-ROAD,2008
42101,2230072310,PM25-PRI,0.00758362,ON-ROAD,2008
24510,2230073290,PM25-PRI,0.0316408,ON-ROAD,2008
24510,2201040250,PM25-PRI,0.092582,ON-ROAD,2008
42101,2230074230,PM25-PRI,0.49101,ON-ROAD,2008
24510,2201080290,PM25-PRI,0.0691685,ON-ROAD,2008
42101,2230001270,PM25-PRI,0.00742717,ON-ROAD,2008
24510,2230072270,PM25-PRI,0.0272161,ON-ROAD,2008
24510,2201080330,PM25-PRI,0.0193194,ON-ROAD,2008
24510,2201070290,PM25-PRI,0.0287491,ON-ROAD,2008
42101,2201040290,PM25-PRI,0.405878,ON-ROAD,2008
24510,2230072310,PM25-PRI,0.00677434,ON-ROAD,2008
24510,2201001190,PM25-PRI,0.00114129,ON-ROAD,2008
42101,2230073290,PM25-PRI,0.0224406,ON-ROAD,2008
24510,2230074230,PM25-PRI,0.286812,ON-ROAD,2008
24510,2230001270,PM25-PRI,0.00396935,ON-ROAD,2008
42101,2230001310,PM25-PRI,0.0295105,ON-ROAD,2008
42101,2230001290,PM25-PRI,0.00443638,ON-ROAD,2008
24510,2230075170,PM25-PRI,2.82E-05,ON-ROAD,2008
24510,2230073230,PM25-PRI,0.088921,ON-ROAD,2008
24510,2201070250,PM25-PRI,0.0162223,ON-ROAD,2008
42101,2230075230,PM25-PRI,0.0145658,ON-ROAD,2008
24510,2201070230,PM25-PRI,0.0806734,ON-ROAD,2008
24510,2201070270,PM25-PRI,1.14159,ON-ROAD,2008
42101,2201070230,PM25-PRI,0.344348,ON-ROAD,2008
42101,2230073310,PM25-PRI,0.00978689,ON-ROAD,2008
24510,2230074170,PM25-PRI,0.000231082,ON-ROAD,2008
42101,2230060250,PM25-PRI,0.00130128,ON-ROAD,2008
24510,2201080250,PM25-PRI,0.00471359,ON-ROAD,2008
42101,2201001270,PM25-PRI,3.0362,ON-ROAD,2008
24510,2230071290,PM25-PRI,0.00685699,ON-ROAD,2008
42101,2201001270,PM25-PRI,6.25889,ON-ROAD,2008
24510,2230073310,PM25-PRI,0.0155458,ON-ROAD,2008
24510,2230001330,PM25-PRI,0.000834846,ON-ROAD,2008
42101,2201020270,PM25-PRI,0.604345,ON-ROAD,2008
24510,2230074290,PM25-PRI,0.102059,ON-ROAD,2008
42101,2230072250,PM25-PRI,0.00401692,ON-ROAD,2008
24510,2230074310,PM25-PRI,1.69532,ON-ROAD,2008
24510,2230060230,PM25-PRI,0.419124,ON-ROAD,2008
42101,2230072270,PM25-PRI,0.0339229,ON-ROAD,2008
42101,2230060230,PM25-PRI,0.00989807,ON-ROAD,2008
42101,2230060290,PM25-PRI,0.00223752,ON-ROAD,2008
24510,2230074190,PM25-PRI,0.00779354,ON-ROAD,2008
24510,2230071330,PM25-PRI,0.13813,ON-ROAD,2008
42101,2201040270,PM25-PRI,0.679855,ON-ROAD,2008
24510,2230060170,PM25-PRI,0.000419485,ON-ROAD,2008
42101,2201080230,PM25-PRI,0.0302154,ON-ROAD,2008
42101,2201070270,PM25-PRI,0.177223,ON-ROAD,2008
24510,2230073330,PM25-PRI,0.409164,ON-ROAD,2008
42101,2230072290,PM25-PRI,0.266575,ON-ROAD,2008
24510,2201040270,PM25-PRI,0.830592,ON-ROAD,2008
24510,2230073190,PM25-PRI,4.05E-05,ON-ROAD,2008
42101,2201070330,PM25-PRI,0.0299847,ON-ROAD,2008
24510,2201020290,PM25-PRI,0.439363,ON-ROAD,2008
42101,2230073290,PM25-PRI,0.0399034,ON-ROAD,2008
42101,2230073250,PM25-PRI,0.304647,ON-ROAD,2008
24510,2201070310,PM25-PRI,0.0348982,ON-ROAD,2008
42101,2201001290,PM25-PRI,3.73663,ON-ROAD,2008
24510,2201040170,PM25-PRI,0.000594206,ON-ROAD,2008
24510,2201080310,PM25-PRI,0.00744762,ON-ROAD,2008
42101,2201020270,PM25-PRI,0.22682,ON-ROAD,2008
42101,2201080270,PM25-PRI,0.0305376,ON-ROAD,2008
24510,2201001250,PM25-PRI,0.324528,ON-ROAD,2008
24510,2230075190,PM25-PRI,4.21E-05,ON-ROAD,2008
24510,2201080250,PM25-PRI,0.000885849,ON-ROAD,2008
24510,2201020230,PM25-PRI,1.33182,ON-ROAD,2008
42101,2230075290,PM25-PRI,0.00680648,ON-ROAD,2008
42101,2230060310,PM25-PRI,0.0369433,ON-ROAD,2008
42101,2230075310,PM25-PRI,0.0016759,ON-ROAD,2008
42101,2201020250,PM25-PRI,0.0786655,ON-ROAD,2008
42101,2230074230,PM25-PRI,0.828539,ON-ROAD,2008
42101,2230071290,PM25-PRI,0.0232633,ON-ROAD,2008
42101,2230075310,PM25-PRI,0.00296872,ON-ROAD,2008
24510,2230072230,PM25-PRI,0.513235,ON-ROAD,2008
42101,2201070270,PM25-PRI,1.49018,ON-ROAD,2008
24510,2230075270,PM25-PRI,0.00707226,ON-ROAD,2008
24510,2201020170,PM25-PRI,0.0012721,ON-ROAD,2008
42101,2230074310,PM25-PRI,0.0953414,ON-ROAD,2008
24510,2230074270,PM25-PRI,0.201464,ON-ROAD,2008
24510,2230001250,PM25-PRI,0.000166256,ON-ROAD,2008
24510,2201001230,PM25-PRI,3.19042,ON-ROAD,2008
42101,2230073330,PM25-PRI,1.07038,ON-ROAD,2008
42101,2230072330,PM25-PRI,0.01411,ON-ROAD,2008
24510,2201070190,PM25-PRI,0.00125795,ON-ROAD,2008
42101,2230074250,PM25-PRI,0.0504907,ON-ROAD,2008
42101,2201040230,PM25-PRI,0.672648,ON-ROAD,2008
24510,2230073250,PM25-PRI,0.00724381,ON-ROAD,2008
24510,2230060270,PM25-PRI,0.014025,ON-ROAD,2008
24510,2230001190,PM25-PRI,5.59E-05,ON-ROAD,2008
24510,2230060330,PM25-PRI,0.102681,ON-ROAD,2008
24510,2230074170,PM25-PRI,0.000389944,ON-ROAD,2008
42101,2230073270,PM25-PRI,2.57456,ON-ROAD,2008
24510,2230072250,PM25-PRI,0.041797,ON-ROAD,2008
42101,2201080330,PM25-PRI,0.0656104,ON-ROAD,2008
42101,2230001310,PM25-PRI,0.00207126,ON-ROAD,2008
42101,2230060290,PM25-PRI,0.0789727,ON-ROAD,2008
42101,2230075330,PM25-PRI,0.00311843,ON-ROAD,2008
42101,2201020230,PM25-PRI,0.597937,ON-ROAD,2008
42101,2201070230,PM25-PRI,2.89109,ON-ROAD,2008
24510,2230060330,PM25-PRI,0.0029511,ON-ROAD,2008
24510,2201070230,PM25-PRI,0.199125,ON-ROAD,2008
24510,2230072230,PM25-PRI,0.0217874,ON-ROAD,2008
24510,2201070270,PM25-PRI,0.139964,ON-ROAD,2008
42101,2230075310,PM25-PRI,0.257137,ON-ROAD,2008
24510,2230071250,PM25-PRI,0.00156965,ON-ROAD,2008
24510,2201080230,PM25-PRI,0.00683876,ON-ROAD,2008
24510,2230060170,PM25-PRI,1.21E-05,ON-ROAD,2008
42101,2201001330,PM25-PRI,3.27418,ON-ROAD,2008
24510,2230001310,PM25-PRI,0.0206617,ON-ROAD,2008
24510,2201040230,PM25-PRI,0.267575,ON-ROAD,2008
42101,2230075270,PM25-PRI,0.0132839,ON-ROAD,2008
24510,2230071250,PM25-PRI,0.00419092,ON-ROAD,2008
42101,2230072290,PM25-PRI,0.00978008,ON-ROAD,2008
24510,2230071190,PM25-PRI,0.000619955,ON-ROAD,2008
24510,2230071290,PM25-PRI,0.27696,ON-ROAD,2008
24510,2201040330,PM25-PRI,0.160477,ON-ROAD,2008
42101,2201020310,PM25-PRI,0.063273,ON-ROAD,2008
24510,2201070250,PM25-PRI,0.00657162,ON-ROAD,2008
24510,2230073330,PM25-PRI,0.0157819,ON-ROAD,2008
42101,2230060290,PM25-PRI,0.00597025,ON-ROAD,2008
42101,2201001330,PM25-PRI,2.76294,ON-ROAD,2008
24510,2201020330,PM25-PRI,0.346587,ON-ROAD,2008
24510,2201001290,PM25-PRI,2.30741,ON-ROAD,2008
24510,2201070330,PM25-PRI,0.28663,ON-ROAD,2008
24510,2201001170,PM25-PRI,0.00239655,ON-ROAD,2008
42101,2230071270,PM25-PRI,0.0169939,ON-ROAD,2008
24510,2230074250,PM25-PRI,0.039423,ON-ROAD,2008
24510,2230075230,PM25-PRI,0.00888297,ON-ROAD,2008
24510,2230071330,PM25-PRI,0.00341995,ON-ROAD,2008
24510,2201080250,PM25-PRI,0.0126585,ON-ROAD,2008
24510,2230001230,PM25-PRI,0.00127937,ON-ROAD,2008
24510,2201020310,PM25-PRI,0.315185,ON-ROAD,2008
42101,2230071330,PM25-PRI,0.325463,ON-ROAD,2008
42101,2201040270,PM25-PRI,0.255007,ON-ROAD,2008
42101,2230072230,PM25-PRI,0.0659204,ON-ROAD,2008
42101,2201040310,PM25-PRI,0.166521,ON-ROAD,2008
24510,2201040190,PM25-PRI,0.000254865,ON-ROAD,2008
24510,2230001170,PM25-PRI,5.59E-05,ON-ROAD,2008
24510,2230075310,PM25-PRI,0.00243242,ON-ROAD,2008
42101,2201001310,PM25-PRI,0.846938,ON-ROAD,2008
24510,2201040310,PM25-PRI,0.166075,ON-ROAD,2008
24510,2230071330,PM25-PRI,0.00913116,ON-ROAD,2008
42101,2201080290,PM25-PRI,0.259194,ON-ROAD,2008
24510,2201040190,PM25-PRI,0.000594509,ON-ROAD,2008
42101,2230072330,PM25-PRI,0.00793409,ON-ROAD,2008
42101,2230001270,PM25-PRI,0.00278942,ON-ROAD,2008
24510,2201020330,PM25-PRI,0.39704,ON-ROAD,2008
42101,2230073290,PM25-PRI,1.31945,ON-ROAD,2008
24510,2201080270,PM25-PRI,0.0416595,ON-ROAD,2008
42101,2201001250,PM25-PRI,0.395207,ON-ROAD,2008
24510,2230060190,PM25-PRI,3.22E-05,ON-ROAD,2008
42101,2201080310,PM25-PRI,0.121108,ON-ROAD,2008
24510,2201070290,PM25-PRI,0.578781,ON-ROAD,2008
42101,2201070270,PM25-PRI,0.0720891,ON-ROAD,2008
42101,2201070310,PM25-PRI,0.333067,ON-ROAD,2008
42101,2230074290,PM25-PRI,5.70505,ON-ROAD,2008
42101,2230074290,PM25-PRI,0.129553,ON-ROAD,2008
24510,2230060190,PM25-PRI,1.21E-05,ON-ROAD,2008
42101,2201001230,PM25-PRI,7.99903,ON-ROAD,2008
24510,2230072310,PM25-PRI,0.0897336,ON-ROAD,2008
42101,2201040230,PM25-PRI,0.252302,ON-ROAD,2008
24510,2201020190,PM25-PRI,0.00154274,ON-ROAD,2008
24510,2230060290,PM25-PRI,0.00871298,ON-ROAD,2008
24510,2230075330,PM25-PRI,0.00317588,ON-ROAD,2008
24510,2230074310,PM25-PRI,0.0846127,ON-ROAD,2008
24510,2230001290,PM25-PRI,0.0641888,ON-ROAD,2008
24510,2230073270,PM25-PRI,0.0624595,ON-ROAD,2008
24510,2201020310,PM25-PRI,0.141419,ON-ROAD,2008
24510,2230075330,PM25-PRI,0.341928,ON-ROAD,2008
24510,2230073290,PM25-PRI,0.0177946,ON-ROAD,2008
24510,2230060250,PM25-PRI,0.00416992,ON-ROAD,2008
42101,2201001290,PM25-PRI,4.8266,ON-ROAD,2008
42101,2230074250,PM25-PRI,1.31742,ON-ROAD,2008
42101,2201080330,PM25-PRI,0.1775,ON-ROAD,2008
24510,2230073170,PM25-PRI,4.06E-05,ON-ROAD,2008
24510,2230072190,PM25-PRI,1.70E-05,ON-ROAD,2008
24510,2230072170,PM25-PRI,3.02E-05,ON-ROAD,2008
24510,2201001290,PM25-PRI,0.866642,ON-ROAD,2008
24510,2201001190,PM25-PRI,0.00303868,ON-ROAD,2008
24510,2230001310,PM25-PRI,0.000793366,ON-ROAD,2008
24510,2201040230,PM25-PRI,0.62115,ON-ROAD,2008
42101,2201040270,PM25-PRI,0.596905,ON-ROAD,2008
42101,2201070310,PM25-PRI,0.0161145,ON-ROAD,2008
24510,2201080230,PM25-PRI,0.0363888,ON-ROAD,2008
